userID,ISBN,bookRating
643,2253049417,9
643,2253140872,8
651,0060934719,8
651,0440219604,8
651,0679801146,4
651,1563899388,6
651,1886383421,4
651,1888451084,7
709,0064409457,6
709,0439221706,4
709,1562477528,9
805,039592720X,9
805,0877733759,10
882,0373484224,7
882,0425179672,10
882,051509465X,9
882,0517556278,8
929,0345331605,7
929,0385314744,7
929,067163884X,7
929,0679741011,5
1025,0006642004,5
1025,0380012863,8
1025,0394404289,9
1131,0061098361,7
1131,0440214424,8
1131,0451523067,8
1131,0671793489,7
1131,0679772677,7
1131,0743418174,7
1211,014143984X,9
1211,0375726322,8
1211,2070360423,7
1211,2207251756,10
1211,2207252000,8
1211,226612269X,7
1211,2290305251,8
1211,2290307831,9
1211,2707318094,8
1211,2723407381,9
1211,273811167X,7
1248,0385425686,6
1248,0440455332,10
1248,0553580272,10
1424,0142001430,7
1424,0151002290,6
1424,0151004137,7
1424,031215125X,7
1424,0312420366,8
1424,0316291161,8
1424,0345450515,7
1424,0385336403,6
1424,0590988301,7
1424,0606006133,8
1424,0746020120,8
1424,0812541979,6
1424,0881104086,7
1424,1585672939,5
1424,1860491235,8
1424,1876825251,7
1435,0399133143,5
1435,0451183665,7
1435,0517149257,10
1435,0671024248,4
1435,0802713815,5
1435,0850315336,6
1435,0877732906,6
1435,0913367176,10
1674,0312868308,5
1674,0345416880,7
1674,0553380958,10
1674,0679725164,6
1733,0373121857,8
1733,037325928X,7
1733,0373703023,5
1733,0373706545,5
1733,0373706901,10
1733,0373708319,6
1733,0373708351,10
1733,0373835426,7
1733,0373871864,4
1733,0440168724,9
1733,0505522969,5
1733,0515130419,8
1733,051513287X,9
1733,0553574078,8
1733,059035342X,10
1733,0689856644,10
1733,0828003882,5
1848,0345378482,8
1848,0345443683,9
1848,0394712447,10
1848,0762406984,10
1848,0804832463,10
1903,0060931361,9
1903,0140125086,10
1903,0316441791,10
1903,0340697687,10
1903,0452266688,10
1903,0517084732,8
1903,0767913973,8
1903,0968246907,10
2024,0385239068,5
2024,0472095978,9
2024,0525480374,5
2024,1565842103,8
2024,1895857058,9
2030,0394404289,10
2030,0440108268,10
2030,0451525353,10
2030,0811812006,10
2030,1577310454,10
2030,1577311868,10
2033,0030020786,7
2033,0061020427,6
2033,0061056286,8
2033,0316779059,10
2033,0439136350,9
2033,0439139597,9
2033,043935806X,9
2033,0451456734,10
2033,0451458990,10
2033,0452279089,10
2033,0716723980,7
2033,0764550039,7
2033,0786861320,8
2033,0812520157,10
2033,0836218256,9
2033,0836218787,10
2033,0874936225,9
2033,0886774543,10
2033,0886775205,9
2033,0886775876,10
2033,0889652066,8
2033,0894716174,9
2033,1556432151,10
2033,1891400495,10
2110,0060987529,7
2110,0142302163,8
2110,0345362276,10
2110,037379116x,8
2110,0380570009,10
2110,0451077237,8
2110,059035342X,10
2110,0590448595,8
2110,059046678X,10
2110,0671038931,8
2110,0679805265,10
2110,0807842613,9
2110,1572970944,6
2179,0060392452,9
2179,0553373803,10
2179,0886777844,9
2179,1565926994,8
2276,0020960808,10
2276,0071407944,7
2276,0312989385,10
2276,0345272463,9
2276,0345275497,10
2276,0345361407,7
2276,0380482800,3
2276,0380770210,8
2276,0385505833,5
2276,0399146725,10
2276,0425037967,8
2276,0425039048,9
2276,0425055272,10
2276,0440237424,6
2276,0441116868,9
2276,0446518220,10
2276,0446612790,10
2276,0446613681,8
2276,0449240886,5
2276,0451456734,10
2276,0451458990,9
2276,0553263226,10
2276,0553290797,8
2276,0553575538,10
2276,0553583468,10
2276,0671442260,7
2276,0671442686,10
2276,0671669583,9
2276,0671721178,10
2276,0671729446,5
2276,0671833987,8
2276,0671876015,10
2276,0679504885,8
2276,0743412753,9
2276,0743424387,6
2276,0758201931,10
2276,0812880145,8
2276,082171306X,6
2276,087216683X,4
2276,0886771897,10
2276,0886772850,10
2276,0931580366,8
2276,1556111401,6
2276,1559702125,4
2313,0312275560,6
2313,034545104X,5
2313,0395874653,8
2313,0820319627,7
2313,0870238566,7
2358,0064408655,9
2358,0345348176,8
2358,0440208823,8
2358,0440220653,8
2358,059033560X,6
2358,0812509145,7
2363,0451450825,9
2363,0451451899,9
2363,0451453026,9
2363,0451453700,9
2363,0451457374,9
2363,0451459954,9
2766,0307128385,8
2766,0395827418,9
2766,0439078059,9
2766,0449005615,9
2766,0553279912,7
2766,0670030643,8
2766,0684852772,9
2766,0812568788,8
2766,0842345523,9
2766,0937295221,9
2766,1556614373,8
2766,1562471171,8
2766,1570824304,7
2766,1576734013,8
2891,0060929979,7
2891,0061054887,6
2891,0374100128,7
2891,0375404929,5
2891,0375727434,7
2891,0684853701,6
2891,0874776953,7
2891,0918949165,7
2891,1561003913,4
2977,0060981180,8
2977,0142001430,7
2977,0306809893,5
2977,0312194390,8
2977,0361074662,10
2977,0380706512,8
2977,0425130215,9
2977,0446605786,8
2977,0486266907,7
2977,0619016620,5
2977,0671496107,10
2977,0781805899,10
2977,0800864166,4
2977,0814616216,2
2977,0864426488,7
2977,0895861682,5
2977,1573228834,10
2977,3423078006,8
3167,0345355237,10
3167,0380012863,8
3167,0671721755,7
3282,0345371615,7
3282,0345371631,10
3282,0345380517,9
3282,0451176812,9
3282,0671720414,9
3346,0316107018,7
3346,0345296702,9
3346,0439436559,7
3346,0441007961,9
3346,0836217225,8
3346,0836218256,10
3346,0836220676,6
3363,0140186484,10
3363,0312046448,10
3363,031226481X,8
3363,0373250223,9
3363,0373250533,8
3363,0440228611,8
3363,0446605336,9
3363,055323370X,10
3363,0590480898,10
3363,0674354427,7
3363,0689842945,10
3363,0761316426,8
3363,0761511032,9
3363,0763616052,9
3363,084991437X,10
3371,0425175405,8
3371,0440217857,9
3371,0553575007,6
3371,0590023888,10
3371,0671793551,7
3371,0743232933,8
3373,0061099368,8
3373,0345386132,5
3373,038548562X,2
3373,0399149155,8
3373,0425161242,3
3373,0425178951,5
3373,0671027387,5
3538,8437605180,8
3556,0440407125,10
3556,0892741880,10
3556,1841952974,8
3675,0375725849,10
3675,1400041988,8
3757,0807281859,9
3757,8402062148,8
3757,8408050133,7
3757,8420639508,8
3757,8423920399,7
3757,8424128540,7
3757,8424139070,8
3757,8425508355,7
3757,8426411886,7
3757,842720146X,7
3757,8427908040,7
3757,8431500433,8
3757,8432037311,7
3757,8432068012,8
3757,8432245933,6
3757,843500533X,6
3757,8440609191,7
3757,8441400156,7
3757,8441409439,7
3757,8471666391,7
3757,8472231496,8
3757,8475307825,7
3757,8477204055,8
3757,8479018682,7
3757,8479532165,7
3757,8486344166,5
3757,8487403220,7
3757,9684322046,7
3827,0385471475,7
3827,0385499094,8
3827,0441006329,7
3827,0449210529,9
3827,0451456599,8
3827,0553103032,10
3827,0553562614,10
3827,0553573314,9
3827,0671003526,5
3827,0886777844,7
3917,0517886685,9
3917,0679722645,7
3917,0802134254,7
3917,0872860175,8
3923,0140099182,3
3923,0375421726,6
3923,037575895X,7
3923,0553580531,9
3923,0596000987,7
3923,0812213122,6
3923,1882114981,9
4017,0060517794,10
4017,0060926201,9
4017,0060929871,9
4017,0060930187,10
4017,006093090X,10
4017,006251184X,10
4017,0064401774,10
4017,0066209463,10
4017,0140244824,10
4017,0312093004,9
4017,0312169868,9
4017,0312243111,10
4017,0312283474,9
4017,0316169226,10
4017,0380730138,9
4017,0380820145,9
4017,0385486804,10
4017,0395977711,9
4017,0452264790,5
4017,0452271045,9
4017,0452280699,10
4017,0671510053,10
4017,068480087X,10
4017,068484270X,10
4017,0688177859,7
4017,096521365X,8
4017,1400061598,10
4157,0060392452,8
4157,0380727501,8
4157,0553288660,2
4157,0800793218,10
4157,0812968379,9
4197,0071349294,9
4197,0312264372,8
4197,0316693286,4
4197,0399146237,6
4197,0553109839,8
4197,0679463070,8
4197,0684841185,9
4197,0812968212,9
4334,0060392452,6
4334,0451177096,7
4334,0571200435,8
4334,8806146203,7
4385,0061096156,10
4385,0312956762,10
4385,0373093799,8
4385,0373097840,10
4385,0373098006,10
4385,037310507X,10
4385,0373109040,10
4385,0373111622,10
4385,0373117949,8
4385,0373164386,10
4385,0373166958,10
4385,0373168527,10
4385,0373168705,10
4385,0373169264,10
4385,0373169329,10
4385,0373169493,10
4385,0373169620,10
4385,0373169639,10
4385,0373169884,10
4385,0373201575,10
4385,0373241224,10
4385,0373288093,10
4385,0373288727,8
4385,0373291213,10
4385,0373292155,10
4385,0373704070,10
4385,0373705247,10
4385,0373706448,10
4385,0446356875,10
4385,0446360511,10
4385,0446606448,10
4385,0449005844,10
4385,0553218298,8
4385,0553444433,9
4385,0553445006,10
4385,0671519077,10
4385,0821718398,10
4385,0821740296,8
4385,0821767720,10
4385,0886778212,10
4385,1551666014,10
4385,1551667436,10
4785,006101351X,5
4785,0062508156,8
4785,0062515888,7
4785,0226462110,8
4785,0345291794,6
4785,0451523903,10
4785,0684848066,4
4785,0716730499,8
4785,0812553993,8
4785,0812566629,8
4938,006101351X,7
4938,0425115801,9
4938,0440972329,10
4938,0684862719,8
4938,073870234X,7
5209,0061057525,7
5209,0312266588,8
5209,0312958838,10
5209,0380003821,9
5209,0445204303,9
5209,0553227734,10
5209,0553580272,9
5209,0786703377,7
5209,0786705302,6
5209,0879493046,6
5209,0879977388,7
5209,0881849804,7
5209,0887330045,10
5209,1561840599,8
5385,0517881004,10
5385,0688140718,4
5476,0553572105,5
5476,0804109052,5
5476,1841952974,8
5499,0312306814,10
5499,0385336209,10
5499,0399149821,10
5499,0525947655,10
5543,0140444173,6
5543,0140445285,7
5543,0140445625,6
5543,0385031149,8
5582,0060987324,8
5582,0061014788,8
5582,0140266933,8
5582,0312966970,10
5582,0312976275,10
5582,0345301110,7
5582,0399142991,8
5582,0425152251,10
5582,0425176304,10
5582,0425183971,10
5582,0440108268,8
5582,0440214858,8
5582,0446671339,9
5582,0452281423,7
5582,0671887173,5
5582,0679433015,6
5582,0679454470,7
5582,0679736395,10
5582,0786808012,10
5582,0811824225,8
5582,0813522137,8
5582,0821771116,8
5582,0918949165,10
5582,1558508473,10
5582,1573228745,9
5899,0451450825,8
5899,3423127961,10
5899,3453123271,9
5899,3453212045,2
5956,0425067866,5
5956,0875730701,5
5956,0966723724,4
6073,0060981180,9
6073,0156658992,9
6073,0312244991,8
6073,0316198951,9
6073,0345427637,6
6073,0553273914,9
6073,0679759328,9
6073,0679776818,9
6073,0786703229,8
6238,0156004011,8
6238,0156006391,9
6238,0312266510,9
6238,0345389964,10
6238,0375724370,10
6238,0679771832,10
6238,0679777458,9
6238,0679777547,10
6242,0140252525,7
6242,0142001430,7
6242,0156006391,5
6242,0374521956,8
6242,0375726403,7
6242,038542017X,7
6242,0385475772,7
6242,0385494785,7
6242,0385720327,6
6242,039592720X,5
6242,0676971997,7
6242,0679777547,6
6242,068480087X,6
6242,0771054602,6
6242,0773759697,7
6242,0871136791,8
6242,1550135570,6
6242,1550541129,3
6242,156924703X,6
6251,0020223722,10
6251,0060392452,10
6251,0060955597,7
6251,0064400565,10
6251,0064402053,10
6251,0066211662,6
6251,0140257934,8
6251,0201626705,7
6251,0312950586,10
6251,0316460842,9
6251,0345392825,8
6251,0374525234,8
6251,0380017199,10
6251,0380706725,9
6251,0380717085,10
6251,0394404289,10
6251,0425095517,10
6251,0439136350,10
6251,0439139597,10
6251,043935806X,9
6251,0440498058,10
6251,0440952522,9
6251,0441003257,10
6251,0451821971,9
6251,0517149257,10
6251,0553210092,7
6251,0553560468,5
6251,0590406205,10
6251,0670868434,8
6251,0679769781,8
6251,0684859777,8
6251,0684867672,7
6251,0760700761,10
6251,076110481X,9
6251,0767900316,9
6251,0767903617,7
6251,0786817070,8
6251,0786882506,7
6251,0786885688,8
6251,0813511690,9
6251,0816704317,7
6251,0836218655,10
6251,0836220730,10
6251,0836220986,10
6251,0870679546,8
6251,0877796130,8
6251,0930878450,10
6251,1400045088,10
6251,1561633259,7
6251,1566911605,10
6251,1569248281,10
6251,1859674801,7
6251,1888363363,8
6251,1890132322,10
6323,0060152583,7
6323,0380710218,3
6323,0385488424,8
6323,0440213525,6
6323,0446403237,2
6323,0446601241,8
6323,0446667900,7
6323,0553092650,7
6323,0553100009,1
6323,0671708104,5
6323,0671898744,7
6323,0679450408,4
6323,0743201957,10
6532,0345384229,10
6532,0553379267,9
6532,0553560735,8
6532,0886779146,10
6537,0671785141,7
6537,0684853507,7
6537,0722513585,4
6537,0761516735,10
6543,006019295X,7
6543,0060958111,7
6543,014025448X,8
6543,0140257934,7
6543,0142000361,6
6543,0312318898,10
6543,0316107093,8
6543,0316365521,10
6543,0374100128,5
6543,0375505296,7
6543,0380784491,8
6543,0380792745,9
6543,0380842939,8
6543,0385495420,7
6543,0399237232,6
6543,0425143538,8
6543,0446606928,6
6543,0451179285,10
6543,0451209028,7
6543,0451452739,5
6543,0553109359,7
6543,0553274503,8
6543,0553574566,8
6543,0553575279,9
6543,0553580078,6
6543,0553801945,8
6543,0670030643,7
6543,0671042297,9
6543,0671042831,8
6543,0740704567,8
6543,0789480646,9
6543,0790009072,9
6543,0812561864,6
6543,0836268237,8
6543,0872860175,10
6543,1400031362,8
6543,1401300065,7
6543,1558746927,7
6543,1573222127,8
6543,1878067125,6
6563,0060085444,6
6563,0060987529,8
6563,0385499825,5
6563,043935806X,10
6563,0440213525,9
6563,0446513067,9
6563,059035342X,8
6563,0684872153,1
6563,0743249275,3
6563,0743418174,9
6563,1558746226,5
6563,1565115430,8
6564,0006510019,8
6564,0061059064,10
6564,0671037293,8
6564,0752801716,8
6564,9724115380,8
6575,0060914440,6
6575,0060926317,2
6575,0060929790,8
6575,014018869X,8
6575,0140309594,8
6575,0140439072,7
6575,0141000198,4
6575,0152022341,6
6575,0156006391,9
6575,0312198647,8
6575,0312966970,9
6575,0312990456,9
6575,0316776963,8
6575,0316777722,9
6575,0345366239,9
6575,037542217X,9
6575,037570177X,8
6575,0375718990,8
6575,0385335482,5
6575,042513699X,5
6575,0449209105,8
6575,0449214370,4
6575,0553279912,7
6575,0553289691,6
6575,0671254308,9
6575,0671743058,7
6575,0679457526,7
6575,0679740775,8
6575,0688168248,7
6575,0743227441,7
6575,0758201931,7
6575,0767902025,3
6575,0811801802,9
6575,0811802981,9
6575,0836217012,8
6575,0836218655,8
6575,0836220676,8
6575,0843133805,5
6575,0890876789,7
6575,0894808249,6
6575,0912365307,6
6575,0915230151,6
6575,1404306781,8
6575,156833186X,5
6575,1864503157,8
6611,0679433015,9
6611,0767900057,10
6611,0892540257,10
6611,1842152130,10
6662,0380809087,7
6662,0449005844,8
6662,0553563734,8
6662,0821767240,7
6772,0446604844,7
6772,0449902803,5
6772,0553575104,7
6772,0684872153,8
7082,0312966970,5
7082,0385319959,6
7082,0451521293,9
7082,0764221612,7
7082,0764225553,5
7125,0060096195,8
7125,0060509406,9
7125,0156028778,2
7125,0312284683,6
7125,0345450892,10
7125,0373250479,8
7125,037541388X,8
7125,038079487X,7
7125,0446391301,8
7125,0446521507,10
7125,0671028375,9
7125,0743418174,8
7125,097213011X,10
7134,0525947345,8
7134,0679752455,8
7158,0142000205,9
7158,0373250304,6
7158,0385509529,9
7158,0440226104,7
7158,0446520802,10
7158,0671510053,9
7158,074343627X,1
7158,0786711035,5
7210,0316788228,3
7210,0345350685,10
7210,0345383826,3
7210,0446391301,9
7210,0451519841,9
7210,0553211714,8
7210,0951426133,9
7210,1879402297,10
7283,006109398X,8
7283,0446608483,7
7283,0553281747,9
7283,0553575384,10
7283,0743418174,8
7283,0812542843,8
7283,0879516283,9
7286,0060097825,8
7286,0140469710,10
7286,0307617963,1
7286,043937989X,8
7286,0553225413,7
7286,0590414488,8
7286,0590437747,5
7286,0760734046,10
7286,078943413X,9
7286,0842359249,8
7286,0893754005,10
7286,0898706602,9
7286,1568222033,9
7286,1569873291,5
7286,1570642389,8
7346,0028604199,8
7346,0060096195,8
7346,0060507772,9
7346,014018869X,6
7346,0312207662,7
7346,0312925581,9
7346,0312966970,8
7346,0312976275,7
7346,034530456X,6
7346,0345313216,9
7346,0345318862,7
7346,0345327861,7
7346,0345343247,8
7346,0345391055,7
7346,0375726403,8
7346,0380006286,10
7346,0380423901,9
7346,0380731630,8
7346,0380752891,6
7346,0380778556,9
7346,0380778785,6
7346,0380798565,9
7346,0380820447,7
7346,0399145087,7
7346,0425101088,5
7346,042518403X,6
7346,043936213X,9
7346,0440224705,7
7346,0440495555,9
7346,0440772109,7
7346,0440840953,7
7346,0440952522,7
7346,0441873308,8
7346,0449006700,8
7346,0449205452,8
7346,0449217949,7
7346,0449219461,7
7346,0449235637,8
7346,0449242625,8
7346,0451188454,8
7346,0451202503,8
7346,0451519167,10
7346,0451519841,8
7346,0451523555,7
7346,0515087122,8
7346,0553094653,6
7346,055321229X,9
7346,0553234595,10
7346,0553240838,10
7346,0553251961,8
7346,0553294636,9
7346,0553575384,10
7346,055357857X,7
7346,0671250671,8
7346,0671497596,10
7346,0671509810,9
7346,0684872153,7
7346,0740700235,8
7346,0743227441,9
7346,0802725228,4
7346,0807083178,9
7346,088138013X,8
7346,1575663309,7
7346,157566691X,6
7841,0140185216,10
7841,0385486804,9
7841,067087311X,10
7864,055356403X,5
7864,0590060198,6
7864,0671002929,5
7864,0671736809,7
7864,981305607X,8
7915,0156028778,6
7915,0312265840,9
7915,0312976275,10
7915,0345333756,10
7915,0425178951,9
7915,0446387878,7
7915,1573229601,6
7958,0060958111,6
7958,059043053X,9
7958,0679748407,10
7958,0736605673,8
7958,0836217810,10
7958,0836221303,10
8019,002542730X,9
8019,0048231398,9
8019,0060139145,10
8019,0345316576,8
8019,0451452739,9
8019,0553263226,6
8019,0670220264,10
8019,0671726528,9
8019,0671798782,5
8066,0060937556,8
8066,0060976497,6
8066,0345446860,8
8066,0385491239,8
8066,0679735011,8
8066,0743418174,8
8066,0814402860,5
8066,0871136791,7
8066,1573229377,6
8066,1585670227,10
8067,0060089296,10
8067,0060096195,10
8067,0060517212,10
8067,0312265859,10
8067,0312284683,10
8067,0312954166,7
8067,0312966806,7
8067,0312966970,10
8067,0312980159,10
8067,031298328X,10
8067,0373169043,9
8067,0373197187,10
8067,0373226780,6
8067,0373291027,8
8067,0373708408,10
8067,0380782340,9
8067,0380814390,9
8067,0452284295,10
8067,0505524279,10
8067,0671039350,10
8067,0671039938,10
8067,0764222112,7
8067,082176845X,9
8067,0974757004,10
8067,1551669498,10
8067,159184021X,10
8167,0061062081,5
8167,0312532253,5
8167,0393000567,5
8167,0394462017,2
8167,0399234616,5
8167,0449235637,8
8167,0807554146,2
8245,0061091790,9
8245,0142001430,9
8245,0156006529,7
8245,0312966806,8
8245,0316777722,8
8245,0345362721,7
8245,0345366239,7
8245,0345446860,7
8245,0380820145,6
8245,0380820447,8
8245,0385302304,9
8245,0385334923,10
8245,039592684X,8
8245,039592720X,8
8245,042513699X,7
8245,0439064872,8
8245,0440224764,8
8245,0446363278,7
8245,0449006344,7
8245,0452271657,7
8245,0452284449,9
8245,0515131229,8
8245,0679447164,8
8245,0688158129,7
8245,0741408155,8
8245,0761119396,9
8245,0887307876,9
8245,1878424084,8
8253,0060391626,9
8253,0060929790,7
8253,0060929871,10
8253,0140157379,10
8253,0140442618,7
8253,0375726403,7
8253,038572179X,10
8253,039592720X,10
8253,0425152251,10
8253,0446520802,10
8253,0451521897,5
8253,0671867113,10
8253,0684801051,10
8253,0786704799,10
8253,0787119784,9
8253,0812963741,8
8284,031298328X,10
8284,0380782529,9
8284,082172679X,7
8284,082173718X,8
8284,0843941790,9
8362,006095129X,7
8362,0375703063,8
8362,055321490X,6
8362,0671793489,7
8362,0679425268,6
8362,1573222127,8
8454,0060987529,9
8454,0142000205,7
8454,0156005891,8
8454,0316143464,9
8454,0316779490,8
8454,0316780375,8
8454,0316781266,8
8454,038572179X,8
8454,0399132821,7
8454,0525945814,7
8454,0618526412,8
8454,0743418174,8
8454,0767905180,8
8454,1573221767,10
8454,1582341427,7
8454,1841953814,8
8529,2080701819,4
8529,2895400644,9
8529,8401462924,8
8529,8484036383,10
8681,0020154402,8
8681,006019197X,8
8681,006039384X,9
8681,014044470X,7
8681,0156005573,9
8681,0195160770,9
8681,0345404351,8
8681,0385498721,8
8681,0440504589,7
8681,0553273604,7
8681,0679420851,9
8681,0679447954,8
8681,0679449787,4
8681,0679727280,8
8681,0679728864,7
8681,068482390X,10
8681,0811814815,7
8681,157322202X,10
8681,1585673552,10
8681,1887424059,8
8734,0802115160,8
8734,0807059056,8
8734,0840790813,6
8734,0898152399,5
8782,0553582682,8
8782,1571454942,10
8872,0312990863,6
8872,0446612790,8
8872,0451180410,9
8872,0451188454,7
8872,0451207505,9
8872,0553587692,8
8872,0764223305,7
8890,0684803534,6
8890,202009908X,7
8890,2020375060,5
8890,2020551306,6
8890,2070362426,9
8890,2070371700,7
8890,2070372162,7
8890,2070372391,9
8890,207037467X,8
8890,2070378233,9
8890,2070378306,9
8890,222613624X,8
8890,2228128007,8
8890,224648751X,9
8890,2253010693,5
8890,2253037389,8
8890,2253051209,8
8890,2253056383,7
8890,2253151017,7
8890,2264027312,10
8890,2290318329,7
8890,273810228X,7
8890,2738104134,8
8890,2742701826,7
8890,2742722629,6
8890,2742727329,7
8890,2842630254,8
8890,2867446821,9
8890,2869309651,7
8890,2876860414,10
8890,2876860791,9
8936,0380766841,9
8936,038080803X,6
8936,0380809176,8
8936,039914465X,9
8936,0515087122,7
8936,0670868361,9
8936,1551661551,6
8936,1551664313,7
8937,0312953496,7
8937,0316780375,6
8937,0440944597,10
8937,067083887X,6
8937,0670894184,10
8937,0671510053,10
8971,0062732765,10
8971,0140296085,9
8971,0345350685,9
8971,0517149257,9
8971,344275500X,8
8971,3453164121,10
8971,3492226221,9
8971,3499122146,10
8971,349960728X,9
8971,3518374559,9
8971,382183594X,10
8971,3821839171,10
9227,0451457595,8
9227,1591822572,7
9227,1591822580,7
9417,0048231398,6
9417,0064400565,8
9417,0345309979,8
9417,044011585X,5
9417,055314300X,8
9417,0670829390,10
9417,0671028006,7
9417,0671039857,5
9417,0671793128,7
9417,0671873202,5
9440,0140585044,10
9440,0452010136,10
9440,0517159309,5
9440,0553344803,10
9613,0345320530,5
9613,0439136350,7
9613,0525463062,9
9613,0743211995,8
9613,0743427440,9
9613,0761537295,7
9613,0762401400,10
9613,0884481492,8
9613,1891153889,8
9747,0385306040,10
9747,0515131229,10
9747,0553279912,10
9747,059035342X,10
9856,0002550563,4
9856,0345353145,6
9856,0425115801,7
9856,0439136369,10
9856,0440224764,7
9856,0441518095,7
9856,0451191951,10
9856,0451457528,10
9856,0590403214,9
9856,0590433105,6
9856,0671629980,6
9856,0679853065,5
9856,0767913701,7
9856,0800786866,5
9856,0886771625,8
9908,0380897393,7
9908,0399151079,8
9908,0425194833,6
9908,0439136369,10
9908,043935806X,7
9908,0451523024,9
9908,0553266926,6
9908,0553561537,9
9908,0553584901,8
9908,059035342X,10
9908,068985482X,10
9908,071671017X,7
9908,0736907734,9
9908,1565073193,8
9908,1576739627,8
10030,002542730X,7
10030,0061092207,8
10030,0515071056,9
10030,0553240951,7
10030,0743211227,10
10067,0517147270,9
10067,059070592X,10
10067,0671029088,9
10067,0723216371,10
10067,0752848151,10
10067,0899681069,8
10118,096737930X,10
10314,0142000205,6
10314,0312291523,4
10314,0316776963,7
10314,034545104X,9
10314,0380730138,5
10314,0380804883,8
10314,038572179X,7
10314,0452282535,8
10314,0671452177,7
10314,0743227441,9
10314,0743418174,9
10354,0451160916,8
10354,0451184963,7
10354,0553232940,7
10354,072324216X,7
10354,1591820146,10
10354,159182107X,9
10354,1591822068,10
10354,1591822076,10
10354,1591822246,8
10354,159182396X,7
10354,1591825369,8
10354,1931514739,10
10354,193151478X,10
10354,1931514941,10
10354,1931514968,9
10447,0060987529,9
10447,014025448X,9
10447,0156028778,7
10447,038079487X,7
10447,0385505833,7
10447,0452284449,9
10447,0525945814,7
10447,0679731946,6
10447,0743412028,4
10447,0804900078,6
10447,0894808249,7
10447,1558746226,6
